"","Frequency","Percent","Valid Percent"
"0.296",2,0.0229885057471264,0.023028209556707
"0.298",1,0.0114942528735632,0.0115141047783535
"0.3",3,0.0344827586206897,0.0345423143350604
"0.301",1,0.0114942528735632,0.0115141047783535
"0.302",1,0.0114942528735632,0.0115141047783535
"0.318",2,0.0229885057471264,0.023028209556707
"0.319",1,0.0114942528735632,0.0115141047783535
"0.321",2,0.0229885057471264,0.023028209556707
"0.322",2,0.0229885057471264,0.023028209556707
"0.325",1,0.0114942528735632,0.0115141047783535
"0.329",1,0.0114942528735632,0.0115141047783535
"0.33",1,0.0114942528735632,0.0115141047783535
"0.331",1,0.0114942528735632,0.0115141047783535
"0.334",1,0.0114942528735632,0.0115141047783535
"0.335",2,0.0229885057471264,0.023028209556707
"0.336",1,0.0114942528735632,0.0115141047783535
"0.337",3,0.0344827586206897,0.0345423143350604
"0.338",3,0.0344827586206897,0.0345423143350604
"0.34",1,0.0114942528735632,0.0115141047783535
"0.341",1,0.0114942528735632,0.0115141047783535
"0.343",1,0.0114942528735632,0.0115141047783535
"0.345",1,0.0114942528735632,0.0115141047783535
"0.347",1,0.0114942528735632,0.0115141047783535
"0.348",1,0.0114942528735632,0.0115141047783535
"0.349",1,0.0114942528735632,0.0115141047783535
"0.35",1,0.0114942528735632,0.0115141047783535
"0.351",1,0.0114942528735632,0.0115141047783535
"0.352",1,0.0114942528735632,0.0115141047783535
"0.353",1,0.0114942528735632,0.0115141047783535
"0.356",3,0.0344827586206897,0.0345423143350604
"0.359",2,0.0229885057471264,0.023028209556707
"0.363",1,0.0114942528735632,0.0115141047783535
"0.364",1,0.0114942528735632,0.0115141047783535
"0.365",2,0.0229885057471264,0.023028209556707
"0.367",2,0.0229885057471264,0.023028209556707
"0.368",1,0.0114942528735632,0.0115141047783535
"0.37",2,0.0229885057471264,0.023028209556707
"0.372",1,0.0114942528735632,0.0115141047783535
"0.373",2,0.0229885057471264,0.023028209556707
"0.374",1,0.0114942528735632,0.0115141047783535
"0.375",1,0.0114942528735632,0.0115141047783535
"0.376",3,0.0344827586206897,0.0345423143350604
"0.378",1,0.0114942528735632,0.0115141047783535
"0.379",2,0.0229885057471264,0.023028209556707
"0.38",2,0.0229885057471264,0.023028209556707
"0.381",3,0.0344827586206897,0.0345423143350604
"0.383",1,0.0114942528735632,0.0115141047783535
"0.386",2,0.0229885057471264,0.023028209556707
"0.387",1,0.0114942528735632,0.0115141047783535
"0.388",1,0.0114942528735632,0.0115141047783535
"0.389",2,0.0229885057471264,0.023028209556707
"0.391",3,0.0344827586206897,0.0345423143350604
"0.392",2,0.0229885057471264,0.023028209556707
"0.394",2,0.0229885057471264,0.023028209556707
"0.395",1,0.0114942528735632,0.0115141047783535
"0.397",1,0.0114942528735632,0.0115141047783535
"0.398",3,0.0344827586206897,0.0345423143350604
"0.399",2,0.0229885057471264,0.023028209556707
"0.4",6,0.0689655172413793,0.0690846286701209
"0.401",6,0.0689655172413793,0.0690846286701209
"0.402",4,0.0459770114942529,0.0460564191134139
"0.403",1,0.0114942528735632,0.0115141047783535
"0.405",2,0.0229885057471264,0.023028209556707
"0.406",1,0.0114942528735632,0.0115141047783535
"0.409",1,0.0114942528735632,0.0115141047783535
"0.41",2,0.0229885057471264,0.023028209556707
"0.411",1,0.0114942528735632,0.0115141047783535
"0.412",1,0.0114942528735632,0.0115141047783535
"0.413",1,0.0114942528735632,0.0115141047783535
"0.415",1,0.0114942528735632,0.0115141047783535
"0.418",3,0.0344827586206897,0.0345423143350604
"0.421",1,0.0114942528735632,0.0115141047783535
"0.422",1,0.0114942528735632,0.0115141047783535
"0.426",1,0.0114942528735632,0.0115141047783535
"0.427",3,0.0344827586206897,0.0345423143350604
"0.43",3,0.0344827586206897,0.0345423143350604
"0.431",1,0.0114942528735632,0.0115141047783535
"0.432",2,0.0229885057471264,0.023028209556707
"0.434",1,0.0114942528735632,0.0115141047783535
"0.435",3,0.0344827586206897,0.0345423143350604
"0.437",2,0.0229885057471264,0.023028209556707
"0.438",2,0.0229885057471264,0.023028209556707
"0.439",2,0.0229885057471264,0.023028209556707
"0.44",2,0.0229885057471264,0.023028209556707
"0.442",1,0.0114942528735632,0.0115141047783535
"0.444",2,0.0229885057471264,0.023028209556707
"0.445",2,0.0229885057471264,0.023028209556707
"0.446",1,0.0114942528735632,0.0115141047783535
"0.447",4,0.0459770114942529,0.0460564191134139
"0.448",1,0.0114942528735632,0.0115141047783535
"0.449",1,0.0114942528735632,0.0115141047783535
"0.45",2,0.0229885057471264,0.023028209556707
"0.451",1,0.0114942528735632,0.0115141047783535
"0.452",1,0.0114942528735632,0.0115141047783535
"0.455",4,0.0459770114942529,0.0460564191134139
"0.458",1,0.0114942528735632,0.0115141047783535
"0.459",5,0.0574712643678161,0.0575705238917674
"0.46",1,0.0114942528735632,0.0115141047783535
"0.461",1,0.0114942528735632,0.0115141047783535
"0.462",3,0.0344827586206897,0.0345423143350604
"0.463",3,0.0344827586206897,0.0345423143350604
"0.464",3,0.0344827586206897,0.0345423143350604
"0.465",3,0.0344827586206897,0.0345423143350604
"0.466",4,0.0459770114942529,0.0460564191134139
"0.467",1,0.0114942528735632,0.0115141047783535
"0.469",1,0.0114942528735632,0.0115141047783535
"0.47",3,0.0344827586206897,0.0345423143350604
"0.471",3,0.0344827586206897,0.0345423143350604
"0.472",3,0.0344827586206897,0.0345423143350604
"0.473",1,0.0114942528735632,0.0115141047783535
"0.474",2,0.0229885057471264,0.023028209556707
"0.475",4,0.0459770114942529,0.0460564191134139
"0.476",5,0.0574712643678161,0.0575705238917674
"0.477",5,0.0574712643678161,0.0575705238917674
"0.478",2,0.0229885057471264,0.023028209556707
"0.479",1,0.0114942528735632,0.0115141047783535
"0.48",2,0.0229885057471264,0.023028209556707
"0.481",3,0.0344827586206897,0.0345423143350604
"0.482",2,0.0229885057471264,0.023028209556707
"0.484",4,0.0459770114942529,0.0460564191134139
"0.485",6,0.0689655172413793,0.0690846286701209
"0.486",2,0.0229885057471264,0.023028209556707
"0.487",6,0.0689655172413793,0.0690846286701209
"0.488",3,0.0344827586206897,0.0345423143350604
"0.489",2,0.0229885057471264,0.023028209556707
"0.49",1,0.0114942528735632,0.0115141047783535
"0.492",5,0.0574712643678161,0.0575705238917674
"0.494",3,0.0344827586206897,0.0345423143350604
"0.495",3,0.0344827586206897,0.0345423143350604
"0.496",2,0.0229885057471264,0.023028209556707
"0.497",4,0.0459770114942529,0.0460564191134139
"0.498",2,0.0229885057471264,0.023028209556707
"0.499",2,0.0229885057471264,0.023028209556707
"0.5",9,0.103448275862069,0.103626943005181
"0.501",15,0.172413793103448,0.172711571675302
"0.502",4,0.0459770114942529,0.0460564191134139
"0.503",1,0.0114942528735632,0.0115141047783535
"0.504",6,0.0689655172413793,0.0690846286701209
"0.505",1,0.0114942528735632,0.0115141047783535
"0.507",2,0.0229885057471264,0.023028209556707
"0.508",1,0.0114942528735632,0.0115141047783535
"0.51",1,0.0114942528735632,0.0115141047783535
"0.512",4,0.0459770114942529,0.0460564191134139
"0.513",2,0.0229885057471264,0.023028209556707
"0.514",1,0.0114942528735632,0.0115141047783535
"0.515",1,0.0114942528735632,0.0115141047783535
"0.516",4,0.0459770114942529,0.0460564191134139
"0.517",1,0.0114942528735632,0.0115141047783535
"0.518",2,0.0229885057471264,0.023028209556707
"0.519",2,0.0229885057471264,0.023028209556707
"0.52",4,0.0459770114942529,0.0460564191134139
"0.521",3,0.0344827586206897,0.0345423143350604
"0.522",3,0.0344827586206897,0.0345423143350604
"0.523",2,0.0229885057471264,0.023028209556707
"0.524",3,0.0344827586206897,0.0345423143350604
"0.525",2,0.0229885057471264,0.023028209556707
"0.527",1,0.0114942528735632,0.0115141047783535
"0.528",1,0.0114942528735632,0.0115141047783535
"0.529",1,0.0114942528735632,0.0115141047783535
"0.53",3,0.0344827586206897,0.0345423143350604
"0.531",3,0.0344827586206897,0.0345423143350604
"0.532",3,0.0344827586206897,0.0345423143350604
"0.533",3,0.0344827586206897,0.0345423143350604
"0.535",5,0.0574712643678161,0.0575705238917674
"0.536",5,0.0574712643678161,0.0575705238917674
"0.537",1,0.0114942528735632,0.0115141047783535
"0.538",3,0.0344827586206897,0.0345423143350604
"0.539",3,0.0344827586206897,0.0345423143350604
"0.541",3,0.0344827586206897,0.0345423143350604
"0.542",1,0.0114942528735632,0.0115141047783535
"0.543",1,0.0114942528735632,0.0115141047783535
"0.544",5,0.0574712643678161,0.0575705238917674
"0.545",3,0.0344827586206897,0.0345423143350604
"0.546",2,0.0229885057471264,0.023028209556707
"0.547",2,0.0229885057471264,0.023028209556707
"0.548",4,0.0459770114942529,0.0460564191134139
"0.549",2,0.0229885057471264,0.023028209556707
"0.55",1,0.0114942528735632,0.0115141047783535
"0.551",3,0.0344827586206897,0.0345423143350604
"0.552",2,0.0229885057471264,0.023028209556707
"0.553",1,0.0114942528735632,0.0115141047783535
"0.554",4,0.0459770114942529,0.0460564191134139
"0.555",3,0.0344827586206897,0.0345423143350604
"0.556",2,0.0229885057471264,0.023028209556707
"0.557",3,0.0344827586206897,0.0345423143350604
"0.558",3,0.0344827586206897,0.0345423143350604
"0.559",4,0.0459770114942529,0.0460564191134139
"0.56",4,0.0459770114942529,0.0460564191134139
"0.561",4,0.0459770114942529,0.0460564191134139
"0.562",4,0.0459770114942529,0.0460564191134139
"0.563",4,0.0459770114942529,0.0460564191134139
"0.564",2,0.0229885057471264,0.023028209556707
"0.565",2,0.0229885057471264,0.023028209556707
"0.566",4,0.0459770114942529,0.0460564191134139
"0.567",2,0.0229885057471264,0.023028209556707
"0.568",3,0.0344827586206897,0.0345423143350604
"0.569",3,0.0344827586206897,0.0345423143350604
"0.57",2,0.0229885057471264,0.023028209556707
"0.571",5,0.0574712643678161,0.0575705238917674
"0.572",2,0.0229885057471264,0.023028209556707
"0.573",3,0.0344827586206897,0.0345423143350604
"0.574",4,0.0459770114942529,0.0460564191134139
"0.575",4,0.0459770114942529,0.0460564191134139
"0.576",2,0.0229885057471264,0.023028209556707
"0.577",3,0.0344827586206897,0.0345423143350604
"0.578",5,0.0574712643678161,0.0575705238917674
"0.579",5,0.0574712643678161,0.0575705238917674
"0.58",5,0.0574712643678161,0.0575705238917674
"0.581",3,0.0344827586206897,0.0345423143350604
"0.582",2,0.0229885057471264,0.023028209556707
"0.583",1,0.0114942528735632,0.0115141047783535
"0.584",3,0.0344827586206897,0.0345423143350604
"0.585",5,0.0574712643678161,0.0575705238917674
"0.586",7,0.0804597701149425,0.0805987334484744
"0.587",3,0.0344827586206897,0.0345423143350604
"0.588",4,0.0459770114942529,0.0460564191134139
"0.589",2,0.0229885057471264,0.023028209556707
"0.59",4,0.0459770114942529,0.0460564191134139
"0.591",4,0.0459770114942529,0.0460564191134139
"0.592",3,0.0344827586206897,0.0345423143350604
"0.593",5,0.0574712643678161,0.0575705238917674
"0.594",4,0.0459770114942529,0.0460564191134139
"0.596",3,0.0344827586206897,0.0345423143350604
"0.597",4,0.0459770114942529,0.0460564191134139
"0.598",3,0.0344827586206897,0.0345423143350604
"0.599",3,0.0344827586206897,0.0345423143350604
"0.6",6,0.0689655172413793,0.0690846286701209
"0.601",11,0.126436781609195,0.126655152561888
"0.602",2,0.0229885057471264,0.023028209556707
"0.606",1,0.0114942528735632,0.0115141047783535
"0.608",1,0.0114942528735632,0.0115141047783535
"0.609",1,0.0114942528735632,0.0115141047783535
"0.61",3,0.0344827586206897,0.0345423143350604
"0.611",1,0.0114942528735632,0.0115141047783535
"0.612",3,0.0344827586206897,0.0345423143350604
"0.613",1,0.0114942528735632,0.0115141047783535
"0.614",1,0.0114942528735632,0.0115141047783535
"0.615",5,0.0574712643678161,0.0575705238917674
"0.616",5,0.0574712643678161,0.0575705238917674
"0.617",4,0.0459770114942529,0.0460564191134139
"0.618",1,0.0114942528735632,0.0115141047783535
"0.62",2,0.0229885057471264,0.023028209556707
"0.621",2,0.0229885057471264,0.023028209556707
"0.622",5,0.0574712643678161,0.0575705238917674
"0.623",2,0.0229885057471264,0.023028209556707
"0.624",1,0.0114942528735632,0.0115141047783535
"0.625",3,0.0344827586206897,0.0345423143350604
"0.626",7,0.0804597701149425,0.0805987334484744
"0.628",4,0.0459770114942529,0.0460564191134139
"0.629",3,0.0344827586206897,0.0345423143350604
"0.63",3,0.0344827586206897,0.0345423143350604
"0.631",3,0.0344827586206897,0.0345423143350604
"0.632",4,0.0459770114942529,0.0460564191134139
"0.633",3,0.0344827586206897,0.0345423143350604
"0.634",3,0.0344827586206897,0.0345423143350604
"0.635",3,0.0344827586206897,0.0345423143350604
"0.636",4,0.0459770114942529,0.0460564191134139
"0.637",5,0.0574712643678161,0.0575705238917674
"0.638",6,0.0689655172413793,0.0690846286701209
"0.639",2,0.0229885057471264,0.023028209556707
"0.64",4,0.0459770114942529,0.0460564191134139
"0.642",4,0.0459770114942529,0.0460564191134139
"0.643",2,0.0229885057471264,0.023028209556707
"0.644",1,0.0114942528735632,0.0115141047783535
"0.645",2,0.0229885057471264,0.023028209556707
"0.646",3,0.0344827586206897,0.0345423143350604
"0.647",2,0.0229885057471264,0.023028209556707
"0.648",5,0.0574712643678161,0.0575705238917674
"0.649",1,0.0114942528735632,0.0115141047783535
"0.65",5,0.0574712643678161,0.0575705238917674
"0.651",1,0.0114942528735632,0.0115141047783535
"0.652",5,0.0574712643678161,0.0575705238917674
"0.653",4,0.0459770114942529,0.0460564191134139
"0.654",4,0.0459770114942529,0.0460564191134139
"0.655",7,0.0804597701149425,0.0805987334484744
"0.656",3,0.0344827586206897,0.0345423143350604
"0.657",2,0.0229885057471264,0.023028209556707
"0.658",6,0.0689655172413793,0.0690846286701209
"0.659",3,0.0344827586206897,0.0345423143350604
"0.66",6,0.0689655172413793,0.0690846286701209
"0.661",4,0.0459770114942529,0.0460564191134139
"0.662",3,0.0344827586206897,0.0345423143350604
"0.663",4,0.0459770114942529,0.0460564191134139
"0.664",6,0.0689655172413793,0.0690846286701209
"0.665",4,0.0459770114942529,0.0460564191134139
"0.666",2,0.0229885057471264,0.023028209556707
"0.667",5,0.0574712643678161,0.0575705238917674
"0.668",2,0.0229885057471264,0.023028209556707
"0.669",4,0.0459770114942529,0.0460564191134139
"0.67",4,0.0459770114942529,0.0460564191134139
"0.671",3,0.0344827586206897,0.0345423143350604
"0.672",1,0.0114942528735632,0.0115141047783535
"0.673",2,0.0229885057471264,0.023028209556707
"0.674",8,0.0919540229885057,0.0921128382268279
"0.675",1,0.0114942528735632,0.0115141047783535
"0.676",5,0.0574712643678161,0.0575705238917674
"0.677",4,0.0459770114942529,0.0460564191134139
"0.678",2,0.0229885057471264,0.023028209556707
"0.679",4,0.0459770114942529,0.0460564191134139
"0.68",2,0.0229885057471264,0.023028209556707
"0.681",2,0.0229885057471264,0.023028209556707
"0.683",3,0.0344827586206897,0.0345423143350604
"0.685",3,0.0344827586206897,0.0345423143350604
"0.686",5,0.0574712643678161,0.0575705238917674
"0.687",4,0.0459770114942529,0.0460564191134139
"0.688",4,0.0459770114942529,0.0460564191134139
"0.689",8,0.0919540229885057,0.0921128382268279
"0.69",3,0.0344827586206897,0.0345423143350604
"0.691",3,0.0344827586206897,0.0345423143350604
"0.692",6,0.0689655172413793,0.0690846286701209
"0.694",3,0.0344827586206897,0.0345423143350604
"0.695",3,0.0344827586206897,0.0345423143350604
"0.696",3,0.0344827586206897,0.0345423143350604
"0.697",5,0.0574712643678161,0.0575705238917674
"0.698",4,0.0459770114942529,0.0460564191134139
"0.699",1,0.0114942528735632,0.0115141047783535
"0.7",17,0.195402298850575,0.195739781232009
"0.701",15,0.172413793103448,0.172711571675302
"0.702",3,0.0344827586206897,0.0345423143350604
"0.703",1,0.0114942528735632,0.0115141047783535
"0.706",1,0.0114942528735632,0.0115141047783535
"0.709",2,0.0229885057471264,0.023028209556707
"0.71",2,0.0229885057471264,0.023028209556707
"0.711",3,0.0344827586206897,0.0345423143350604
"0.712",2,0.0229885057471264,0.023028209556707
"0.713",3,0.0344827586206897,0.0345423143350604
"0.714",3,0.0344827586206897,0.0345423143350604
"0.715",3,0.0344827586206897,0.0345423143350604
"0.716",3,0.0344827586206897,0.0345423143350604
"0.717",5,0.0574712643678161,0.0575705238917674
"0.718",4,0.0459770114942529,0.0460564191134139
"0.719",3,0.0344827586206897,0.0345423143350604
"0.72",1,0.0114942528735632,0.0115141047783535
"0.721",4,0.0459770114942529,0.0460564191134139
"0.722",4,0.0459770114942529,0.0460564191134139
"0.723",3,0.0344827586206897,0.0345423143350604
"0.724",2,0.0229885057471264,0.023028209556707
"0.725",2,0.0229885057471264,0.023028209556707
"0.726",7,0.0804597701149425,0.0805987334484744
"0.727",6,0.0689655172413793,0.0690846286701209
"0.728",4,0.0459770114942529,0.0460564191134139
"0.729",5,0.0574712643678161,0.0575705238917674
"0.73",5,0.0574712643678161,0.0575705238917674
"0.731",4,0.0459770114942529,0.0460564191134139
"0.732",1,0.0114942528735632,0.0115141047783535
"0.733",5,0.0574712643678161,0.0575705238917674
"0.734",1,0.0114942528735632,0.0115141047783535
"0.735",5,0.0574712643678161,0.0575705238917674
"0.736",5,0.0574712643678161,0.0575705238917674
"0.737",5,0.0574712643678161,0.0575705238917674
"0.738",2,0.0229885057471264,0.023028209556707
"0.739",1,0.0114942528735632,0.0115141047783535
"0.74",1,0.0114942528735632,0.0115141047783535
"0.741",5,0.0574712643678161,0.0575705238917674
"0.742",5,0.0574712643678161,0.0575705238917674
"0.743",6,0.0689655172413793,0.0690846286701209
"0.744",5,0.0574712643678161,0.0575705238917674
"0.745",4,0.0459770114942529,0.0460564191134139
"0.746",3,0.0344827586206897,0.0345423143350604
"0.747",4,0.0459770114942529,0.0460564191134139
"0.748",2,0.0229885057471264,0.023028209556707
"0.749",4,0.0459770114942529,0.0460564191134139
"0.75",3,0.0344827586206897,0.0345423143350604
"0.751",3,0.0344827586206897,0.0345423143350604
"0.752",3,0.0344827586206897,0.0345423143350604
"0.753",1,0.0114942528735632,0.0115141047783535
"0.754",5,0.0574712643678161,0.0575705238917674
"0.755",3,0.0344827586206897,0.0345423143350604
"0.756",6,0.0689655172413793,0.0690846286701209
"0.757",5,0.0574712643678161,0.0575705238917674
"0.758",1,0.0114942528735632,0.0115141047783535
"0.759",2,0.0229885057471264,0.023028209556707
"0.76",6,0.0689655172413793,0.0690846286701209
"0.761",4,0.0459770114942529,0.0460564191134139
"0.762",5,0.0574712643678161,0.0575705238917674
"0.763",4,0.0459770114942529,0.0460564191134139
"0.764",4,0.0459770114942529,0.0460564191134139
"0.765",2,0.0229885057471264,0.023028209556707
"0.766",4,0.0459770114942529,0.0460564191134139
"0.767",2,0.0229885057471264,0.023028209556707
"0.768",3,0.0344827586206897,0.0345423143350604
"0.769",5,0.0574712643678161,0.0575705238917674
"0.77",1,0.0114942528735632,0.0115141047783535
"0.771",7,0.0804597701149425,0.0805987334484744
"0.772",4,0.0459770114942529,0.0460564191134139
"0.773",4,0.0459770114942529,0.0460564191134139
"0.774",8,0.0919540229885057,0.0921128382268279
"0.775",6,0.0689655172413793,0.0690846286701209
"0.776",2,0.0229885057471264,0.023028209556707
"0.777",1,0.0114942528735632,0.0115141047783535
"0.778",2,0.0229885057471264,0.023028209556707
"0.779",3,0.0344827586206897,0.0345423143350604
"0.78",4,0.0459770114942529,0.0460564191134139
"0.781",3,0.0344827586206897,0.0345423143350604
"0.782",2,0.0229885057471264,0.023028209556707
"0.783",4,0.0459770114942529,0.0460564191134139
"0.784",5,0.0574712643678161,0.0575705238917674
"0.785",3,0.0344827586206897,0.0345423143350604
"0.786",8,0.0919540229885057,0.0921128382268279
"0.787",4,0.0459770114942529,0.0460564191134139
"0.788",1,0.0114942528735632,0.0115141047783535
"0.789",5,0.0574712643678161,0.0575705238917674
"0.79",2,0.0229885057471264,0.023028209556707
"0.791",2,0.0229885057471264,0.023028209556707
"0.792",4,0.0459770114942529,0.0460564191134139
"0.793",4,0.0459770114942529,0.0460564191134139
"0.794",3,0.0344827586206897,0.0345423143350604
"0.795",5,0.0574712643678161,0.0575705238917674
"0.796",2,0.0229885057471264,0.023028209556707
"0.797",4,0.0459770114942529,0.0460564191134139
"0.798",2,0.0229885057471264,0.023028209556707
"0.799",7,0.0804597701149425,0.0805987334484744
"0.8",16,0.183908045977011,0.184225676453656
"0.801",9,0.103448275862069,0.103626943005181
"0.802",6,0.0689655172413793,0.0690846286701209
"0.803",2,0.0229885057471264,0.023028209556707
"0.806",2,0.0229885057471264,0.023028209556707
"0.807",1,0.0114942528735632,0.0115141047783535
"0.809",3,0.0344827586206897,0.0345423143350604
"0.81",5,0.0574712643678161,0.0575705238917674
"0.811",5,0.0574712643678161,0.0575705238917674
"0.812",8,0.0919540229885057,0.0921128382268279
"0.813",2,0.0229885057471264,0.023028209556707
"0.814",3,0.0344827586206897,0.0345423143350604
"0.815",4,0.0459770114942529,0.0460564191134139
"0.816",3,0.0344827586206897,0.0345423143350604
"0.817",3,0.0344827586206897,0.0345423143350604
"0.818",5,0.0574712643678161,0.0575705238917674
"0.819",2,0.0229885057471264,0.023028209556707
"0.82",1,0.0114942528735632,0.0115141047783535
"0.821",7,0.0804597701149425,0.0805987334484744
"0.822",2,0.0229885057471264,0.023028209556707
"0.823",5,0.0574712643678161,0.0575705238917674
"0.825",2,0.0229885057471264,0.023028209556707
"0.826",7,0.0804597701149425,0.0805987334484744
"0.827",3,0.0344827586206897,0.0345423143350604
"0.828",3,0.0344827586206897,0.0345423143350604
"0.829",2,0.0229885057471264,0.023028209556707
"0.83",7,0.0804597701149425,0.0805987334484744
"0.831",1,0.0114942528735632,0.0115141047783535
"0.832",4,0.0459770114942529,0.0460564191134139
"0.833",3,0.0344827586206897,0.0345423143350604
"0.834",2,0.0229885057471264,0.023028209556707
"0.835",4,0.0459770114942529,0.0460564191134139
"0.836",4,0.0459770114942529,0.0460564191134139
"0.837",5,0.0574712643678161,0.0575705238917674
"0.838",8,0.0919540229885057,0.0921128382268279
"0.839",6,0.0689655172413793,0.0690846286701209
"0.84",7,0.0804597701149425,0.0805987334484744
"0.841",3,0.0344827586206897,0.0345423143350604
"0.842",3,0.0344827586206897,0.0345423143350604
"0.843",7,0.0804597701149425,0.0805987334484744
"0.844",2,0.0229885057471264,0.023028209556707
"0.845",7,0.0804597701149425,0.0805987334484744
"0.846",4,0.0459770114942529,0.0460564191134139
"0.847",3,0.0344827586206897,0.0345423143350604
"0.848",5,0.0574712643678161,0.0575705238917674
"0.849",2,0.0229885057471264,0.023028209556707
"0.85",4,0.0459770114942529,0.0460564191134139
"0.851",2,0.0229885057471264,0.023028209556707
"0.852",1,0.0114942528735632,0.0115141047783535
"0.853",3,0.0344827586206897,0.0345423143350604
"0.854",3,0.0344827586206897,0.0345423143350604
"0.855",4,0.0459770114942529,0.0460564191134139
"0.856",1,0.0114942528735632,0.0115141047783535
"0.857",5,0.0574712643678161,0.0575705238917674
"0.858",3,0.0344827586206897,0.0345423143350604
"0.859",2,0.0229885057471264,0.023028209556707
"0.86",3,0.0344827586206897,0.0345423143350604
"0.861",2,0.0229885057471264,0.023028209556707
"0.862",4,0.0459770114942529,0.0460564191134139
"0.863",3,0.0344827586206897,0.0345423143350604
"0.864",2,0.0229885057471264,0.023028209556707
"0.865",5,0.0574712643678161,0.0575705238917674
"0.866",3,0.0344827586206897,0.0345423143350604
"0.867",6,0.0689655172413793,0.0690846286701209
"0.868",4,0.0459770114942529,0.0460564191134139
"0.869",5,0.0574712643678161,0.0575705238917674
"0.87",6,0.0689655172413793,0.0690846286701209
"0.871",4,0.0459770114942529,0.0460564191134139
"0.872",6,0.0689655172413793,0.0690846286701209
"0.873",3,0.0344827586206897,0.0345423143350604
"0.874",1,0.0114942528735632,0.0115141047783535
"0.875",4,0.0459770114942529,0.0460564191134139
"0.876",4,0.0459770114942529,0.0460564191134139
"0.877",4,0.0459770114942529,0.0460564191134139
"0.879",2,0.0229885057471264,0.023028209556707
"0.88",5,0.0574712643678161,0.0575705238917674
"0.881",2,0.0229885057471264,0.023028209556707
"0.882",2,0.0229885057471264,0.023028209556707
"0.883",3,0.0344827586206897,0.0345423143350604
"0.884",1,0.0114942528735632,0.0115141047783535
"0.885",3,0.0344827586206897,0.0345423143350604
"0.886",2,0.0229885057471264,0.023028209556707
"0.887",4,0.0459770114942529,0.0460564191134139
"0.888",2,0.0229885057471264,0.023028209556707
